4750, 0.76, 105.76631352194102, 166.5529174274113,,197.69,195.35,198.47,-290.88645947762285,-291.5101888243923,199.94,195.65,-110.79347544304314,197.69,197.0,195.65,-181.20794901004004,195.94,-96.72378718454875,195.35,-98.3750180789977,195.04,199.54999999999998,-264.0421396716546,198.29,199.22,198.64000000000001,197.69,193.70000000000002,197.9,-151.1177434610213,199.45000000000002,198.29,199.94,196.75,196.22,-81.92873093777474,195.65,190.54,-227.02671687238467,196.22,197.69,198.95000000000002,193.33999999999997,-175.05555484538962,198.64000000000001,199.22,197.47,195.94,197.0,198.1,199.85,195.65,196.75,-233.4365600960792
5000, 0.02, -1708.9151392456708, 4787.950931305123
4750, 0.06, -691.6072563509132, 2312.0093794388026,,-197.8796444981408,-199.0,-150.4328928850241,-153.84013811788003,-135.12204662000372,-163.2134844893328,-202.66548670478628,-249.49756088974797,-96.5556478259033,-87.50961645096312,-80.75008016218244,-207.98173595580766,-175.25016903015876,-316.1906351635489,199.94,-13705.88633349438,-291.61690747290174,-174.37659133736545,-153.02030218749064,-98.41525650172649,-238.13048930992156,-91.98926153979221,-199.0,-132.1849830021723,-8330.310332070976,-90.7867643205143,-199.0,-88.25237243342775,-91.64015316045888,-181.09124147637078,-156.77488069282435,-125.18541553951198,-358.99944964557534,-125.91908667928637,-95.7072256985611,-355.69230606027986,199.9,-199.0,-85.92458026232086,-142.48926061771064,-159.00543076516456,-149.40819984885798,-97.06930297924703,-97.30988066088248,-284.936486012637,-262.2078440051603,-117.62928026470716,-199.0,-5685.444060711954,199.09
