250, 0.0, -198.66958432167925, 1.3667293700712624
500, 0.0, -198.99657094487404, 1.1417997311521701
750, 0.36, -50.96421081935587, 185.58324935301545
1000, 0.56, 28.487588936004272, 176.29545441113538
1250, 0.78, 112.72310191833381, 142.0007275068933
1500, 0.58, 32.67498755672384, 188.93802895098196
1750, 0.58, 24.608952624651355, 181.3795615565666
2000, 0.7, 60.369068876713015, 172.1684756699366
2250, 0.62, 31.018076849868564, 182.6840417654907
2500, 0.8, 107.07094608472053, 151.81746112242774
2750, 0.84, 138.97672664044603, 131.4312247476694
3000, 0.82, 127.17922150997066, 147.5106685794631
3250, 0.82, 119.21570188451422, 154.3937661504798
3500, 0.68, 46.64662798171443, 172.88597519529108
3750, 0.88, 153.2810491207984, 111.60874315926921
4000, 0.9, 152.03494423128765, 107.95543088756263
4250, 0.84, 123.89555211773742, 174.35957701454873
4500, 0.74, 102.29025609250522, 160.47010621813155
4750, 0.84, 134.74583345949506, 137.36029462479837
5000, 0.86, 131.56067599572697, 135.17789859497867
5250, 0.86, 142.167087254242, 117.22517366207444
5500, 0.86, 141.76803937547282, 141.2646223029621
5750, 0.9, 156.46793088209427, 109.08421648265215
