250, 0.0, -198.66958432167925, 1.3667293700712624
500, 0.0, -198.99657094487404, 1.1417997311521701
750, 0.36, -50.96421081935587, 185.58324935301545
1000, 0.56, 28.487588936004272, 176.29545441113538
1250, 0.78, 112.72310191833381, 142.0007275068933
1500, 0.58, 32.67498755672384, 188.93802895098196
1750, 0.58, 24.608952624651355, 181.3795615565666
2000, 0.7, 60.369068876713015, 172.1684756699366
2250, 0.62, 31.018076849868564, 182.6840417654907
2500, 0.8, 107.07094608472053, 151.81746112242774
2750, 0.84, 138.97672664044603, 131.4312247476694
